Txn_ID,Account_ID,Amount,Merchant
T01705,A0381,38295,Myntra
T01706,A0085,5727,Flipkart
T01707,A0889,28246,Zomato
T01708,A0764,23775,Flipkart
T01709,A0297,36544,Amazon
T01710,A0161,11425,Amazon
T01711,A0873,10682,Swiggy
T01712,A0292,32191,Myntra
T01713,A0965,7356,Swiggy
T01714,A0070,22460,Amazon
T01715,A0437,22494,Zomato
T01716,A0792,49434,Flipkart
T01717,A0078,47894,Swiggy
T01718,A0864,30945,Amazon
T01719,A0762,29947,Amazon
T01720,A0065,18670,Amazon
T01721,A0419,37546,Amazon
T01722,A0502,297,Swiggy
T01723,A0259,44645,Myntra
T01724,A0440,38934,Zomato
T01725,A0094,21440,Myntra
T01726,A0072,44503,Myntra
T01727,A0765,28160,Amazon
T01728,A0878,30157,Myntra
T01729,A0301,18975,Flipkart
T01730,A0061,21485,Amazon
T01731,A0099,19961,Amazon
T01732,A0795,47322,Zomato
T01733,A0826,13413,Myntra
T01734,A0892,35185,Swiggy
T01735,A0741,39432,Flipkart
T01736,A0466,17944,Amazon
T01737,A0349,39261,Flipkart
T01738,A0904,27074,Zomato
T01739,A0543,20676,Amazon
T01740,A0013,5997,Amazon
T01741,A0320,1702,Zomato
T01742,A0564,32916,Swiggy
T01743,A0665,42769,Amazon
T01744,A0544,32781,Amazon
T01745,A0592,21218,Amazon
T01746,A0766,34704,Swiggy
T01747,A0332,10890,Amazon
T01748,A0369,35253,Flipkart
T01749,A0737,13245,Amazon
T01750,A0142,24298,Swiggy
T01751,A0601,36930,Myntra
T01752,A0288,8223,Swiggy
T01753,A0262,44280,Zomato
T01754,A0210,2522,Flipkart
T01755,A0432,29141,Myntra
T01756,A0468,8105,Flipkart
T01757,A0731,38811,Flipkart
T01758,A0297,35618,Amazon
T01759,A0534,10878,Flipkart
T01760,A0502,5183,Flipkart
T01761,A0637,46627,Zomato
T01762,A0214,480,Flipkart
T01763,A0909,5546,Flipkart
T01764,A0641,6465,Swiggy
T01765,A0003,14139,Zomato
T01766,A0241,38783,Amazon
T01767,A0917,27350,Flipkart
T01768,A0170,28787,Amazon
T01769,A0708,12123,Swiggy
T01770,A0794,46537,Flipkart
T01771,A0668,46177,Zomato
T01772,A0238,10436,Zomato
T01773,A0372,23069,Swiggy
T01774,A0064,34554,Myntra
T01775,A0424,7583,Flipkart
T01776,A0571,39301,Myntra
T01777,A0930,32748,Zomato
T01778,A0557,37668,Amazon
T01779,A0266,11659,Flipkart
T01780,A0111,24916,Zomato
T01781,A0471,7433,Flipkart
T01782,A0786,19196,Myntra
T01783,A0957,33838,Flipkart
T01784,A0661,28871,Flipkart
T01785,A0165,32834,Zomato
T01786,A0159,32626,Amazon
T01787,A0443,14909,Zomato
T01788,A0081,17660,Amazon
T01789,A0142,40113,Swiggy
T01790,A0036,31692,Swiggy
T01791,A0917,21125,Flipkart
T01792,A0954,19885,Zomato
T01793,A0882,16581,Flipkart
T01794,A0044,25606,Zomato
T01795,A0490,17382,Myntra
T01796,A0387,19649,Swiggy
T01797,A0496,2711,Swiggy
T01798,A0611,26153,Amazon
T01799,A0260,5405,Flipkart
T01800,A0771,43618,Amazon
T01801,A0011,45804,Swiggy
T01802,A0416,49800,Flipkart
T01803,A0439,11697,Zomato
T01804,A0927,1769,Amazon
T01805,A0243,49701,Myntra
T01806,A0314,1316,Amazon
T01807,A0620,11890,Swiggy
T01808,A0712,26469,Zomato
T01809,A0437,492,Myntra
T01810,A0564,23541,Myntra
T01811,A0199,10926,Myntra
T01812,A0487,26473,Myntra
T01813,A0705,19178,Myntra
T01814,A0656,44725,Swiggy
T01815,A0160,39855,Swiggy
T01816,A0274,35260,Zomato
T01817,A0586,8962,Swiggy
T01818,A0338,35718,Zomato
T01819,A0952,40084,Flipkart
T01820,A0699,24918,Flipkart
T01821,A0703,30820,Flipkart
T01822,A0552,8373,Flipkart
T01823,A0094,34809,Amazon
T01824,A0810,22537,Zomato
T01825,A0823,29697,Myntra
T01826,A0752,30577,Zomato
T01827,A0201,23317,Swiggy
T01828,A0113,46802,Flipkart
T01829,A0768,40104,Zomato
T01830,A0566,40303,Amazon
T01831,A0060,21718,Flipkart
T01832,A0251,49289,Flipkart
T01833,A0137,49946,Flipkart
T01834,A0461,21243,Myntra
T01835,A0188,46139,Swiggy
T01836,A0408,39870,Amazon
T01837,A0618,33057,Swiggy
T01838,A0777,24107,Myntra
T01839,A0905,47359,Myntra
T01840,A0161,35237,Amazon
T01841,A0345,16368,Flipkart
T01842,A0363,21998,Zomato
T01843,A0974,42552,Myntra
T01844,A0110,39237,Flipkart
T01845,A0633,952,Flipkart
T01846,A0940,5864,Amazon
T01847,A0078,45775,Amazon
T01848,A0006,5108,Zomato
T01849,A0354,41161,Swiggy
T01850,A0451,2979,Zomato
T01851,A0045,19676,Zomato
T01852,A0818,20962,Flipkart
T01853,A0481,46263,Zomato
T01854,A0375,31759,Swiggy
T01855,A0264,39015,Swiggy
T01856,A0279,32271,Zomato
T01857,A0293,8958,Zomato
T01858,A0243,45885,Swiggy
T01859,A0333,31508,Myntra
T01860,A0313,37264,Amazon
T01861,A0052,30776,Myntra
T01862,A0071,34853,Swiggy
T01863,A0585,12066,Amazon
T01864,A0796,7608,Swiggy
T01865,A0350,4509,Amazon
T01866,A0243,6273,Amazon
T01867,A0552,36754,Flipkart
T01868,A0838,40374,Flipkart
T01869,A0079,34343,Myntra
T01870,A0857,11914,Amazon
T01871,A0779,21351,Swiggy
T01872,A0645,46465,Swiggy
T01873,A0616,45580,Flipkart
T01874,A0745,10555,Amazon
T01875,A0153,22792,Myntra
T01876,A0470,45384,Amazon
T01877,A0502,21628,Flipkart
T01878,A0404,21205,Zomato
T01879,A0957,33583,Myntra
T01880,A0298,7694,Swiggy
T01881,A0138,43906,Myntra
T01882,A0912,20040,Myntra
T01883,A0670,3066,Zomato
T01884,A0804,11150,Myntra
T01885,A0637,44728,Flipkart
T01886,A0384,15340,Flipkart
T01887,A0439,18256,Zomato
T01888,A0803,18674,Amazon
T01889,A0416,34447,Flipkart
T01890,A0667,33415,Myntra
T01891,A0104,25216,Myntra
T01892,A0772,15878,Myntra
T01893,A0383,6747,Swiggy
T01894,A0590,28909,Swiggy
T01895,A0110,6285,Flipkart
T01896,A0506,17471,Zomato
T01897,A0176,41143,Amazon
T01898,A0147,4626,Amazon
T01899,A0066,9899,Flipkart
T01900,A0501,2987,Swiggy
T01901,A0759,31512,Swiggy
T01902,A0977,33117,Amazon
T01903,A0075,37660,Amazon
T01904,A0216,23950,Myntra
T01905,A0362,17467,Zomato
T01906,A0866,19886,Amazon
T01907,A0470,19199,Flipkart
T01908,A0222,11892,Amazon
T01909,A0840,14388,Flipkart
T01910,A0624,37547,Zomato
T01911,A0150,530,Zomato
T01912,A0550,40096,Myntra
T01913,A0457,12186,Zomato
T01914,A0768,19069,Flipkart
T01915,A0604,8908,Flipkart
T01916,A0264,26317,Flipkart
T01917,A0091,12157,Amazon
T01918,A0195,8635,Flipkart
T01919,A0430,13358,Flipkart
T01920,A0048,632,Amazon
T01921,A0460,28611,Swiggy
T01922,A0603,32379,Myntra
T01923,A0057,10156,Myntra
T01924,A0337,1882,Myntra
T01925,A0900,21329,Amazon
T01926,A0473,25765,Myntra
T01927,A0393,18504,Swiggy
T01928,A0791,27359,Amazon
T01929,A0374,37125,Swiggy
T01930,A0822,43722,Zomato
T01931,A0520,23270,Amazon
T01932,A0034,9843,Amazon
T01933,A0612,13814,Myntra
T01934,A0988,23553,Swiggy
T01935,A0227,1354,Amazon
T01936,A0905,35805,Amazon
T01937,A0768,24165,Flipkart
T01938,A0287,36419,Flipkart
T01939,A0052,13103,Myntra
T01940,A0296,33383,Myntra
T01941,A0142,1650,Swiggy
T01942,A0449,40204,Flipkart
T01943,A0525,16033,Myntra
T01944,A0802,47443,Amazon
T01945,A0831,30339,Flipkart
T01946,A0361,2652,Myntra
T01947,A0987,43188,Flipkart
T01948,A0851,12257,Amazon
T01949,A0196,28207,Zomato
T01950,A0302,5206,Zomato
T01951,A0183,10838,Amazon
T01952,A0642,24739,Flipkart
T01953,A0018,17539,Swiggy
T01954,A0405,38437,Swiggy
T01955,A0756,16517,Swiggy
T01956,A0281,25551,Swiggy
T01957,A0050,10533,Zomato
T01958,A0512,11015,Flipkart
T01959,A0555,25990,Flipkart
T01960,A0718,7850,Flipkart
T01961,A0848,41920,Swiggy
T01962,A0343,24301,Zomato
T01963,A0801,4933,Flipkart
T01964,A0516,19648,Myntra
T01965,A0350,26639,Zomato
T01966,A0611,28642,Flipkart
T01967,A0474,47992,Amazon
T01968,A0434,9069,Swiggy
T01969,A0257,44377,Zomato
T01970,A0570,39799,Flipkart
T01971,A0673,3870,Zomato
T01972,A0915,5177,Amazon
T01973,A0187,34998,Swiggy
T01974,A0517,587,Flipkart
T01975,A0225,26102,Flipkart
T01976,A0223,49371,Flipkart
T01977,A0936,3422,Amazon
T01978,A0114,46014,Swiggy
T01979,A0664,2928,Zomato
T01980,A0651,13043,Amazon
T01981,A0601,7050,Zomato
T01982,A0462,2273,Zomato
T01983,A0743,5495,Amazon
T01984,A0179,44603,Flipkart
T01985,A0641,30410,Swiggy
T01986,A0225,11359,Zomato
T01987,A0760,21022,Flipkart
T01988,A0944,1882,Flipkart
T01989,A0867,42813,Swiggy
T01990,A0258,49823,Amazon
T01991,A0926,39785,Flipkart
T01992,A0808,37571,Flipkart
T01993,A0646,49009,Flipkart
T01994,A0683,25667,Zomato
T01995,A0179,40571,Myntra
T01996,A0988,38203,Zomato
T01997,A0823,20152,Amazon
T01998,A0049,4336,Swiggy
T01999,A0091,42197,Amazon
T02000,A0252,41763,Amazon
T02001,A0966,22767,Swiggy
T02002,A0548,40077,Myntra
T02003,A0622,39396,Zomato
T02004,A0878,13072,Flipkart
T02005,A0793,26987,Swiggy
T02006,A0213,7888,Myntra
T02007,A0928,34300,Zomato
T02008,A0415,16531,Zomato
T02009,A0905,1749,Zomato
T02010,A0161,13795,Swiggy
T02011,A0220,12120,Flipkart
T02012,A0101,37113,Myntra
T02013,A0875,46248,Amazon
T02014,A0314,47151,Flipkart
T02015,A0148,18500,Swiggy
T02016,A0020,32530,Swiggy
T02017,A0443,36999,Zomato
T02018,A0331,5722,Flipkart
T02019,A0848,41908,Zomato
T02020,A0438,29266,Zomato
T02021,A0123,10231,Amazon
T02022,A0408,40111,Flipkart
T02023,A0476,27829,Swiggy
T02024,A0354,22581,Amazon
T02025,A0559,20415,Zomato
T02026,A0344,15625,Flipkart
T02027,A0530,20011,Zomato
T02028,A0498,23832,Zomato
T02029,A0097,12971,Flipkart
T02030,A0482,34767,Myntra
T02031,A0164,8328,Swiggy
T02032,A0076,3395,Zomato
T02033,A0003,19642,Flipkart
T02034,A0311,19836,Zomato
T02035,A0233,37915,Myntra
T02036,A0600,35112,Zomato
T02037,A0424,11508,Flipkart
T02038,A0950,28707,Swiggy
T02039,A0680,26963,Amazon
T02040,A0983,34961,Myntra
T02041,A0893,42938,Zomato
T02042,A0050,6406,Zomato
T02043,A0722,39617,Amazon
T02044,A0687,43580,Zomato
T02045,A0040,12238,Amazon
T02046,A0321,39300,Zomato
T02047,A0591,6900,Swiggy
T02048,A0300,31608,Flipkart
T02049,A0564,37905,Amazon
T02050,A0623,8236,Zomato
T02051,A0473,10154,Myntra
T02052,A0237,36796,Myntra
T02053,A0697,6241,Swiggy
T02054,A0761,47349,Myntra
T02055,A0572,9634,Swiggy
T02056,A0706,20187,Flipkart
T02057,A0497,4276,Flipkart
T02058,A0197,47321,Myntra
T02059,A0825,5641,Swiggy
T02060,A0436,39243,Zomato
T02061,A0287,11824,Myntra
T02062,A0254,3567,Myntra
T02063,A0444,32374,Myntra
T02064,A0702,40835,Flipkart
T02065,A0722,31865,Swiggy
T02066,A0126,48428,Myntra
T02067,A0775,48148,Myntra
T02068,A0318,1164,Zomato
T02069,A0522,601,Myntra
T02070,A0998,20079,Flipkart
T02071,A0087,45910,Flipkart
T02072,A0914,39546,Amazon
T02073,A0083,16066,Zomato
T02074,A0021,13012,Amazon
T02075,A0162,8797,Amazon
T02076,A0851,12218,Myntra
T02077,A0167,24821,Zomato
T02078,A0798,27521,Flipkart
T02079,A0214,11098,Flipkart
T02080,A0858,33899,Flipkart
T02081,A0674,14050,Swiggy
T02082,A0997,3905,Zomato
T02083,A0661,9072,Zomato
T02084,A0338,15016,Zomato
T02085,A0705,12399,Myntra
T02086,A0445,29204,Amazon
T02087,A0903,26122,Amazon
T02088,A0402,27095,Myntra
T02089,A0179,27946,Amazon
T02090,A0180,38384,Amazon
T02091,A0211,46273,Zomato
T02092,A0474,26189,Myntra
T02093,A0655,10974,Myntra
T02094,A0921,6140,Amazon
T02095,A0060,6245,Swiggy
T02096,A0697,2596,Amazon
T02097,A0136,24144,Myntra
T02098,A0460,37684,Myntra
T02099,A0815,14671,Myntra
T02100,A0613,15655,Flipkart
T02101,A0640,28837,Swiggy
T02102,A0641,23081,Flipkart
T02103,A0131,33767,Zomato
T02104,A0588,7369,Swiggy
T02105,A0157,4120,Amazon
T02106,A0493,46529,Swiggy
T02107,A0938,13213,Swiggy
T02108,A0292,29311,Myntra
T02109,A0586,1530,Amazon
T02110,A0986,21597,Swiggy
T02111,A0588,20028,Swiggy
T02112,A0332,2533,Swiggy
T02113,A0988,48644,Flipkart
T02114,A0853,47025,Amazon
T02115,A0388,34800,Flipkart
T02116,A0744,14584,Flipkart
T02117,A0728,26356,Amazon
T02118,A0393,21850,Swiggy
T02119,A0557,42548,Amazon
T02120,A0337,33814,Flipkart
T02121,A0218,46874,Flipkart
T02122,A0096,27186,Zomato
T02123,A0432,11398,Swiggy
T02124,A0967,13739,Amazon
T02125,A0534,1994,Myntra
T02126,A0348,45891,Amazon
T02127,A0513,34073,Flipkart
T02128,A0848,40230,Myntra
T02129,A0071,41795,Amazon
T02130,A0814,6526,Swiggy
T02131,A0415,44355,Flipkart
T02132,A0567,15692,Myntra
T02133,A0528,22798,Swiggy
T02134,A0077,1329,Flipkart
T02135,A0740,38162,Swiggy
T02136,A0571,21104,Zomato
T02137,A0732,22656,Amazon
T02138,A0701,9802,Flipkart
T02139,A0890,38013,Zomato
T02140,A0898,46567,Flipkart
T02141,A0907,49249,Zomato
T02142,A0721,1111,Zomato
T02143,A0009,39701,Myntra
T02144,A0634,7522,Myntra
T02145,A0523,44130,Myntra
T02146,A0499,3499,Swiggy
T02147,A0189,45001,Amazon
T02148,A0135,44833,Myntra
T02149,A0258,42649,Myntra
T02150,A0735,45208,Swiggy
T02151,A0618,23097,Myntra
T02152,A0392,34015,Flipkart
T02153,A0171,21253,Flipkart
T02154,A0818,27187,Myntra
T02155,A0903,36183,Zomato
T02156,A0914,29188,Flipkart
T02157,A0783,15302,Amazon
T02158,A0652,17204,Zomato
T02159,A0316,41652,Amazon
T02160,A0040,21826,Zomato
T02161,A0352,42591,Zomato
T02162,A0584,21019,Zomato
T02163,A0779,22669,Swiggy
T02164,A0932,44448,Myntra
T02165,A0861,33151,Flipkart
T02166,A0194,24170,Zomato
T02167,A0706,40973,Zomato
T02168,A0615,35610,Myntra
T02169,A0445,21682,Myntra
T02170,A0182,19532,Flipkart
T02171,A0691,43478,Zomato
T02172,A0513,2842,Amazon
T02173,A0871,35884,Myntra
T02174,A0978,6392,Zomato
T02175,A0595,42612,Swiggy
T02176,A0773,1751,Flipkart
T02177,A0429,36027,Amazon
T02178,A0837,4491,Zomato
T02179,A0924,5729,Amazon
T02180,A0369,3624,Zomato
T02181,A0134,43021,Amazon
T02182,A0264,11952,Swiggy
T02183,A0575,18900,Swiggy
T02184,A0181,49182,Zomato
T02185,A0345,32834,Zomato
T02186,A0101,40961,Amazon
T02187,A0581,49470,Myntra
T02188,A0037,32082,Swiggy
T02189,A0008,6017,Zomato
T02190,A0495,25851,Amazon
T02191,A0830,25510,Swiggy
T02192,A0412,42110,Myntra
T02193,A0802,3366,Flipkart
T02194,A0238,25039,Flipkart
T02195,A0227,28862,Amazon
T02196,A0300,738,Swiggy
T02197,A0786,27322,Amazon
T02198,A0519,31317,Flipkart
T02199,A0458,32262,Zomato
T02200,A0665,19404,Flipkart
T02201,A0700,1210,Flipkart
T02202,A0319,31904,Swiggy
T02203,A0943,9201,Amazon
T02204,A0998,49959,Swiggy
T02205,A0904,19823,Myntra
T02206,A0105,46951,Swiggy
T02207,A0808,23731,Zomato
T02208,A0419,29296,Swiggy
T02209,A0611,44542,Zomato
T02210,A0653,8124,Zomato
T02211,A0115,47971,Amazon
T02212,A0150,37778,Zomato
T02213,A0330,37426,Amazon
T02214,A0858,44702,Swiggy
T02215,A0695,42313,Myntra
T02216,A0458,24991,Swiggy
T02217,A0945,36404,Myntra
T02218,A0933,23707,Flipkart
T02219,A0848,43032,Flipkart
T02220,A0379,3238,Zomato
T02221,A0230,20088,Amazon
T02222,A0157,23441,Flipkart
T02223,A0425,47536,Zomato
T02224,A0964,31239,Myntra
T02225,A0095,33200,Myntra
T02226,A0944,15830,Zomato
T02227,A0837,27845,Zomato
T02228,A0845,49022,Zomato
T02229,A0815,479,Flipkart
T02230,A0016,4066,Myntra
T02231,A0606,26734,Amazon
T02232,A0559,34045,Swiggy
T02233,A0835,29697,Amazon
T02234,A0563,10226,Amazon
T02235,A0615,28340,Myntra
T02236,A0743,12542,Swiggy
T02237,A0975,40359,Swiggy
T02238,A0881,41465,Amazon
T02239,A0061,44506,Flipkart
T02240,A0777,17434,Amazon
T02241,A0387,42421,Amazon
T02242,A0916,3524,Zomato
T02243,A0007,33421,Myntra
T02244,A0267,28491,Zomato
T02245,A0868,43012,Zomato
T02246,A0675,23415,Amazon
T02247,A0073,15793,Zomato
T02248,A0187,3251,Flipkart
T02249,A0410,38147,Myntra
T02250,A0240,11726,Zomato
T02251,A0233,42607,Flipkart
T02252,A0755,7856,Myntra
T02253,A0926,45036,Flipkart
T02254,A0482,36906,Amazon
T02255,A0336,30723,Swiggy
T02256,A0808,19912,Myntra
T02257,A0245,44988,Flipkart
T02258,A0322,25226,Zomato
T02259,A0336,7169,Swiggy
T02260,A0397,33276,Myntra
T02261,A0037,40638,Myntra
T02262,A0158,11472,Myntra
T02263,A0044,42966,Myntra
T02264,A0575,6916,Amazon
T02265,A0527,24672,Swiggy
T02266,A0301,48703,Zomato
T02267,A0329,38944,Amazon
T02268,A0625,3441,Swiggy
T02269,A0261,21923,Zomato
T02270,A0278,2978,Zomato
T02271,A0438,3856,Flipkart
T02272,A0172,13886,Myntra
T02273,A0824,36782,Swiggy
T02274,A0346,16892,Flipkart
T02275,A0257,9046,Zomato
T02276,A0979,16121,Myntra
T02277,A0429,24184,Swiggy
T02278,A0771,38588,Flipkart
T02279,A0310,37204,Myntra
T02280,A0562,12671,Myntra
T02281,A0578,39701,Amazon
T02282,A0486,45396,Myntra
T02283,A0968,24759,Amazon
T02284,A0417,22540,Swiggy
T02285,A0681,28569,Swiggy
T02286,A0801,17449,Zomato
T02287,A0473,46107,Swiggy
T02288,A0439,34568,Amazon
T02289,A0676,30812,Flipkart
T02290,A0957,7448,Myntra
T02291,A0019,15230,Zomato
T02292,A0481,27533,Myntra
T02293,A0106,9934,Myntra
T02294,A0015,42087,Amazon
T02295,A0564,15369,Myntra
T02296,A0185,42682,Zomato
T02297,A0512,9769,Zomato
T02298,A0429,19915,Amazon
T02299,A0669,48479,Zomato
T02300,A0444,19568,Zomato
T02301,A0938,19791,Swiggy
T02302,A0107,43163,Myntra
T02303,A0477,40282,Flipkart
T02304,A0097,31154,Zomato
T02305,A0889,28476,Myntra
T02306,A0745,1673,Amazon
T02307,A0887,1816,Swiggy
T02308,A0648,47220,Zomato
T02309,A0909,5501,Swiggy
T02310,A0270,45979,Myntra
T02311,A0264,5935,Flipkart
T02312,A0167,44151,Flipkart
T02313,A0633,8665,Myntra
T02314,A0174,28455,Amazon
T02315,A0959,40440,Zomato
T02316,A0519,35095,Swiggy
T02317,A0788,3464,Amazon
T02318,A0276,10523,Zomato
T02319,A0539,18080,Myntra
T02320,A0479,29262,Flipkart
T02321,A0157,35844,Flipkart
T02322,A0227,34834,Myntra
T02323,A0228,23947,Myntra
T02324,A0670,40967,Swiggy
T02325,A0432,15817,Myntra
T02326,A0927,4853,Swiggy
T02327,A0992,3287,Zomato
T02328,A0119,43728,Amazon
T02329,A0016,30277,Swiggy
T02330,A0536,41813,Swiggy
T02331,A0446,16846,Swiggy
T02332,A0802,9473,Zomato
T02333,A0292,30874,Amazon
T02334,A0889,28043,Zomato
T02335,A0981,14430,Myntra
T02336,A0936,17181,Myntra
T02337,A0613,32767,Zomato
T02338,A0250,15860,Flipkart
T02339,A0405,18322,Amazon
T02340,A0254,12459,Myntra
T02341,A0762,25088,Flipkart
T02342,A0652,16937,Amazon
T02343,A0597,29757,Zomato
T02344,A0585,37705,Swiggy
T02345,A0071,18287,Myntra
T02346,A0062,17637,Amazon
T02347,A0804,48801,Zomato
T02348,A0906,34769,Flipkart
T02349,A0444,43625,Myntra
T02350,A0511,35386,Swiggy
T02351,A0094,1397,Zomato
T02352,A0064,15401,Zomato
T02353,A0647,33688,Myntra
T02354,A0654,13360,Flipkart
T02355,A0635,14951,Amazon
T02356,A0069,5306,Zomato
T02357,A0503,13216,Zomato
T02358,A0885,28931,Flipkart
T02359,A0629,33491,Swiggy
T02360,A0418,19822,Myntra
T02361,A0914,4287,Myntra
T02362,A0541,18616,Swiggy
T02363,A0622,19419,Swiggy
T02364,A0447,5450,Swiggy
T02365,A0166,47940,Myntra
T02366,A0906,13405,Amazon
T02367,A0315,6595,Zomato
T02368,A0392,39750,Myntra
T02369,A0428,9739,Myntra
T02370,A0128,42674,Zomato
T02371,A0493,41942,Myntra
T02372,A0073,35716,Swiggy
T02373,A0591,27300,Flipkart
T02374,A0812,980,Zomato
T02375,A0804,32113,Myntra
T02376,A0720,4453,Myntra
T02377,A0500,2587,Myntra
T02378,A0169,29265,Flipkart
T02379,A0012,42092,Zomato
T02380,A0516,30413,Flipkart
T02381,A0046,14792,Myntra
T02382,A0382,13522,Swiggy
T02383,A0454,47638,Swiggy
T02384,A0565,5460,Flipkart
T02385,A0851,49570,Amazon
T02386,A0089,27808,Zomato
T02387,A0901,23605,Zomato
T02388,A0037,16639,Swiggy
T02389,A0048,24355,Swiggy
T02390,A0124,8520,Myntra
T02391,A0089,9322,Myntra
T02392,A0502,4150,Myntra
T02393,A0255,10020,Swiggy
T02394,A0923,17339,Swiggy
T02395,A0398,42131,Flipkart
T02396,A1000,26633,Flipkart
T02397,A0690,39028,Swiggy
T02398,A0377,12386,Flipkart
T02399,A0628,10157,Myntra
T02400,A0793,44746,Myntra
T02401,A0410,23441,Amazon
T02402,A0923,5618,Myntra
T02403,A0827,29486,Swiggy
T02404,A0747,21423,Myntra
T02405,A0218,19816,Flipkart
T02406,A0219,41238,Zomato
T02407,A0704,3136,Amazon
T02408,A0843,44790,Flipkart
T02409,A0766,25880,Myntra
T02410,A0246,10690,Flipkart
T02411,A0766,20469,Flipkart
T02412,A0921,30463,Amazon
T02413,A0458,46857,Myntra
T02414,A0268,48026,Zomato
T02415,A0341,5891,Zomato
T02416,A0920,19055,Amazon
T02417,A0043,42775,Myntra
T02418,A0031,22173,Amazon
T02419,A0315,36901,Flipkart
T02420,A0791,49474,Swiggy
T02421,A0637,10572,Myntra
T02422,A0907,9166,Flipkart
T02423,A0731,32644,Flipkart
T02424,A0459,5086,Myntra
T02425,A0120,20990,Zomato
T02426,A0656,30869,Myntra
T02427,A0335,32975,Flipkart
T02428,A0136,46684,Zomato
T02429,A0046,27747,Amazon
T02430,A0576,21605,Amazon
T02431,A0370,258,Zomato
T02432,A0994,42710,Amazon
T02433,A0697,1362,Swiggy
T02434,A0651,49114,Myntra
T02435,A0869,2909,Swiggy
T02436,A0734,49563,Flipkart
T02437,A0253,5196,Zomato
T02438,A0296,982,Flipkart
T02439,A0173,35310,Swiggy
T02440,A0350,43267,Amazon
T02441,A0252,30128,Flipkart
T02442,A0158,48756,Flipkart
T02443,A0432,47243,Amazon
T02444,A0166,33316,Zomato
T02445,A0097,44263,Zomato
T02446,A0785,40330,Zomato
T02447,A0623,45758,Zomato
T02448,A0239,18003,Flipkart
T02449,A0325,40852,Flipkart
T02450,A0400,40776,Amazon
T02451,A0358,18057,Zomato
T02452,A0175,20404,Myntra
T02453,A0579,18145,Zomato
T02454,A0785,20099,Swiggy
T02455,A0855,10362,Amazon
T02456,A0976,20857,Amazon
T02457,A0101,42306,Swiggy
T02458,A0267,13818,Zomato
T02459,A0287,21556,Amazon
T02460,A0535,32291,Myntra
T02461,A0468,26825,Zomato
T02462,A0286,20103,Flipkart
T02463,A0587,30309,Flipkart
T02464,A0742,36307,Flipkart
T02465,A0387,46321,Swiggy
T02466,A0164,27772,Zomato
T02467,A0816,27907,Amazon
T02468,A0502,5711,Zomato
T02469,A0885,2734,Swiggy
T02470,A0892,26647,Swiggy
T02471,A0508,44975,Myntra
T02472,A0923,33646,Myntra
T02473,A0125,47599,Amazon
T02474,A0687,35114,Zomato
T02475,A0124,25340,Flipkart
T02476,A0033,9619,Zomato
T02477,A0519,16419,Swiggy
T02478,A0166,4737,Swiggy
T02479,A0447,34156,Swiggy
T02480,A0667,9227,Flipkart
T02481,A0338,40358,Amazon
T02482,A0076,47446,Amazon
T02483,A0850,35037,Swiggy
T02484,A0955,32824,Flipkart
T02485,A0697,23916,Flipkart
T02486,A0577,24358,Swiggy
T02487,A0145,34856,Zomato
T02488,A0466,25991,Zomato
T02489,A0926,4892,Flipkart
T02490,A0852,43878,Zomato
T02491,A0612,4392,Amazon
T02492,A0485,21808,Amazon
T02493,A0659,47559,Swiggy
T02494,A0841,2571,Amazon
T02495,A0824,22083,Flipkart
T02496,A0484,35354,Amazon
T02497,A0493,20910,Flipkart
T02498,A0443,29192,Myntra
T02499,A0700,18415,Swiggy
T02500,A0698,18866,Flipkart
T02501,A0411,6747,Amazon
T02502,A0991,38924,Zomato
T02503,A0972,14031,Flipkart
T02504,A0774,35835,Swiggy
T02505,A0468,16333,Zomato
T02506,A0711,17652,Amazon
T02507,A0327,36941,Swiggy
T02508,A0522,20361,Zomato
T02509,A0896,48829,Swiggy
T02510,A0471,25561,Amazon
T02511,A0152,11745,Zomato
T02512,A0565,31030,Swiggy
T02513,A0122,24934,Zomato
T02514,A0734,10319,Myntra
T02515,A0252,41417,Amazon
T02516,A0709,10190,Amazon
T02517,A0125,10929,Swiggy
T02518,A0195,38374,Zomato
T02519,A0746,35241,Flipkart
T02520,A0670,46312,Myntra
T02521,A0491,18764,Amazon
T02522,A0088,47091,Zomato
T02523,A0284,43770,Amazon
T02524,A0114,30329,Swiggy
T02525,A0186,48223,Zomato
T02526,A0374,8728,Swiggy
T02527,A0611,30357,Zomato
T02528,A0088,23861,Myntra
T02529,A0510,48750,Zomato
T02530,A0241,30917,Amazon
T02531,A0150,16282,Myntra
T02532,A0492,48588,Myntra
T02533,A0419,8691,Amazon
T02534,A0853,5470,Swiggy
T02535,A0479,16522,Flipkart
T02536,A0466,25596,Myntra
T02537,A0333,37541,Zomato
T02538,A0344,9644,Myntra
T02539,A0981,4866,Swiggy
T02540,A0333,45378,Flipkart
T02541,A0891,6139,Amazon
T02542,A0707,38058,Flipkart
T02543,A0249,11362,Myntra
T02544,A0109,8052,Amazon
T02545,A0482,4025,Zomato
T02546,A0481,32554,Zomato
T02547,A0939,46301,Myntra
T02548,A0915,44590,Zomato
T02549,A0659,647,Zomato
T02550,A0325,26885,Myntra
T02551,A0150,23244,Zomato
T02552,A0387,19343,Flipkart
T02553,A0783,21372,Swiggy
T02554,A0977,18101,Myntra
T02555,A0017,16524,Swiggy
T02556,A0285,33119,Swiggy
T02557,A0084,29095,Flipkart
